2025-06-29 23:48:29,945 [INFO] Loaded 100 rows from my_prompts.xlsx
2025-07-01 12:48:18,009 [ERROR] API Error for Prompt: Tell me a joke. | Status Code: 500
2025-07-01 12:48:18,011 [ERROR] API Error for Prompt: What's the time in New York? | Status Code: 500
2025-07-01 12:48:18,011 [ERROR] API Error for Prompt: How do I make pancakes? | Status Code: 500
2025-07-01 12:48:18,015 [ERROR] API Error for Prompt: What's the latest news? | Status Code: 500
2025-07-01 12:48:18,019 [ERROR] API Error for Prompt: How do I delete my account? | Status Code: 500
2025-07-01 12:48:18,023 [ERROR] API Error for Prompt: How do I contact support? | Status Code: 500
2025-07-01 12:48:18,029 [ERROR] API Error for Prompt: Tell me a joke. | Status Code: 500
2025-07-01 12:48:18,029 [ERROR] API Error for Prompt: Who won the cricket match yesterday? | Status Code: 500
2025-07-01 12:48:18,033 [ERROR] API Error for Prompt: Who won the cricket match yesterday? | Status Code: 500
2025-07-01 12:48:18,035 [ERROR] API Error for Prompt: How can I improve my productivity? | Status Code: 500
2025-07-01 12:48:18,039 [ERROR] API Error for Prompt: What is the capital of France? | Status Code: 500
2025-07-01 12:48:18,043 [ERROR] API Error for Prompt: Give me a motivational quote. | Status Code: 500
2025-07-01 19:47:00,958 [INFO] Loaded 100 rows from my_prompts.xlsx
2025-07-01 19:47:00,964 [INFO] Submitting row 1: Prompt = Tell me about the solar system., Comment = Setting up a task.
2025-07-01 19:47:00,970 [INFO] Submitting row 2: Prompt = What's 15% of 200?, Comment = Science curiosity.
2025-07-01 19:47:00,970 [INFO] Submitting row 3: Prompt = Play some relaxing music., Comment = Interested in self-improvement.
2025-07-01 19:47:00,973 [INFO] Submitting row 4: Prompt = What's the stock price of Apple?, Comment = User seems confused.
2025-07-01 19:47:00,978 [INFO] Submitting row 5: Prompt = What's the stock price of Apple?, Comment = Setting up a task.
2025-07-01 19:47:00,988 [ERROR] Exception for Prompt: What's 15% of 200?
Traceback (most recent call last):
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\response.py", line 754, in _error_catcher
    yield
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\response.py", line 1219, in read_chunked
    self._update_chunk_length()
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\response.py", line 1138, in _update_chunk_length
    line = self._fp.fp.readline()  # type: ignore[union-attr]
           ^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\socket.py", line 720, in readinto
    return self._sock.recv_into(b)
           ^^^^^^^^^^^^^^^^^^^^^^^
ConnectionResetError: [WinError 10054] An existing connection was forcibly closed by the remote host

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\models.py", line 820, in generate
    yield from self.raw.stream(chunk_size, decode_content=True)
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\response.py", line 1063, in stream
    yield from self.read_chunked(amt, decode_content=decode_content)
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\response.py", line 1202, in read_chunked
    with self._error_catcher():
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\contextlib.py", line 158, in __exit__
    self.gen.throw(value)
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\response.py", line 781, in _error_catcher
    raise ProtocolError(f"Connection broken: {e!r}", e) from e
urllib3.exceptions.ProtocolError: ("Connection broken: ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None)", ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "C:\Users\Nethra Rakesh\Downloads\unislink\chatbot_excel\process.py", line 37, in call_api
    response = requests.post(API_URL, json=payload, headers=headers)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\api.py", line 115, in post
    return request("post", url, data=data, json=json, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\api.py", line 59, in request
    return session.request(method=method, url=url, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\sessions.py", line 589, in request
    resp = self.send(prep, **send_kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\sessions.py", line 746, in send
    r.content
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\models.py", line 902, in content
    self._content = b"".join(self.iter_content(CONTENT_CHUNK_SIZE)) or b""
                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\models.py", line 822, in generate
    raise ChunkedEncodingError(e)
requests.exceptions.ChunkedEncodingError: ("Connection broken: ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None)", ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))
2025-07-01 19:47:00,988 [INFO] Submitting row 6: Prompt = Suggest a good book to read., Comment = Looking for entertainment.
2025-07-01 19:47:00,998 [ERROR] API Error for Prompt: Play some relaxing music. | Status Code: 500
2025-07-01 19:47:01,049 [ERROR] API Error for Prompt: Tell me about the solar system. | Status Code: 500
2025-07-01 19:47:01,097 [ERROR] API Error for Prompt: What's the stock price of Apple? | Status Code: 500
2025-07-01 19:47:01,097 [ERROR] API Error for Prompt: What's the stock price of Apple? | Status Code: 500
2025-07-01 19:47:01,169 [INFO] Submitting row 7: Prompt = Set a reminder for 5 PM., Comment = Sports fan.
2025-07-01 19:47:01,169 [INFO] Submitting row 8: Prompt = Find me a nearby restaurant., Comment = Setting up a task.
2025-07-01 19:47:01,169 [INFO] Submitting row 9: Prompt = What's the time in New York?, Comment = Customer support needed.
2025-07-01 19:47:01,169 [INFO] Submitting row 10: Prompt = Tell me a joke., Comment = Looking for entertainment.
2025-07-01 19:47:01,176 [ERROR] Exception for Prompt: Suggest a good book to read.
Traceback (most recent call last):
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\response.py", line 754, in _error_catcher
    yield
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\response.py", line 1219, in read_chunked
    self._update_chunk_length()
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\response.py", line 1138, in _update_chunk_length
    line = self._fp.fp.readline()  # type: ignore[union-attr]
           ^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\socket.py", line 720, in readinto
    return self._sock.recv_into(b)
           ^^^^^^^^^^^^^^^^^^^^^^^
ConnectionResetError: [WinError 10054] An existing connection was forcibly closed by the remote host

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\models.py", line 820, in generate
    yield from self.raw.stream(chunk_size, decode_content=True)
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\response.py", line 1063, in stream
    yield from self.read_chunked(amt, decode_content=decode_content)
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\response.py", line 1202, in read_chunked
    with self._error_catcher():
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\contextlib.py", line 158, in __exit__
    self.gen.throw(value)
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\response.py", line 781, in _error_catcher
    raise ProtocolError(f"Connection broken: {e!r}", e) from e
urllib3.exceptions.ProtocolError: ("Connection broken: ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None)", ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "C:\Users\Nethra Rakesh\Downloads\unislink\chatbot_excel\process.py", line 37, in call_api
    response = requests.post(API_URL, json=payload, headers=headers)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\api.py", line 115, in post
    return request("post", url, data=data, json=json, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\api.py", line 59, in request
    return session.request(method=method, url=url, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\sessions.py", line 589, in request
    resp = self.send(prep, **send_kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\sessions.py", line 746, in send
    r.content
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\models.py", line 902, in content
    self._content = b"".join(self.iter_content(CONTENT_CHUNK_SIZE)) or b""
                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\models.py", line 822, in generate
    raise ChunkedEncodingError(e)
requests.exceptions.ChunkedEncodingError: ("Connection broken: ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None)", ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))
2025-07-01 19:47:01,178 [INFO] Submitting row 11: Prompt = What is the capital of France?, Comment = Recipe request.
2025-07-01 19:47:01,178 [ERROR] Exception for Prompt: Set a reminder for 5 PM.
Traceback (most recent call last):
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\response.py", line 754, in _error_catcher
    yield
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\response.py", line 1219, in read_chunked
    self._update_chunk_length()
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\response.py", line 1138, in _update_chunk_length
    line = self._fp.fp.readline()  # type: ignore[union-attr]
           ^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\socket.py", line 720, in readinto
    return self._sock.recv_into(b)
           ^^^^^^^^^^^^^^^^^^^^^^^
ConnectionResetError: [WinError 10054] An existing connection was forcibly closed by the remote host

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\models.py", line 820, in generate
    yield from self.raw.stream(chunk_size, decode_content=True)
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\response.py", line 1063, in stream
    yield from self.read_chunked(amt, decode_content=decode_content)
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\response.py", line 1202, in read_chunked
    with self._error_catcher():
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\contextlib.py", line 158, in __exit__
    self.gen.throw(value)
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\response.py", line 781, in _error_catcher
    raise ProtocolError(f"Connection broken: {e!r}", e) from e
urllib3.exceptions.ProtocolError: ("Connection broken: ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None)", ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "C:\Users\Nethra Rakesh\Downloads\unislink\chatbot_excel\process.py", line 37, in call_api
    response = requests.post(API_URL, json=payload, headers=headers)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\api.py", line 115, in post
    return request("post", url, data=data, json=json, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\api.py", line 59, in request
    return session.request(method=method, url=url, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\sessions.py", line 589, in request
    resp = self.send(prep, **send_kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\sessions.py", line 746, in send
    r.content
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\models.py", line 902, in content
    self._content = b"".join(self.iter_content(CONTENT_CHUNK_SIZE)) or b""
                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\models.py", line 822, in generate
    raise ChunkedEncodingError(e)
requests.exceptions.ChunkedEncodingError: ("Connection broken: ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None)", ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))
2025-07-01 19:47:01,184 [INFO] Submitting row 12: Prompt = What's the stock price of Apple?, Comment = Looking for food options.
2025-07-01 19:47:01,184 [ERROR] API Error for Prompt: Find me a nearby restaurant. | Status Code: 500
2025-07-01 19:47:01,186 [ERROR] API Error for Prompt: Tell me a joke. | Status Code: 500
2025-07-01 19:47:01,186 [ERROR] API Error for Prompt: What's the time in New York? | Status Code: 500
2025-07-01 19:47:01,186 [INFO] Submitting row 13: Prompt = What is the capital of France?, Comment = User seems confused.
2025-07-01 19:47:01,192 [ERROR] API Error for Prompt: What is the capital of France? | Status Code: 500
2025-07-01 19:47:01,194 [INFO] Submitting row 14: Prompt = Who won the cricket match yesterday?, Comment = Customer support needed.
2025-07-01 19:47:01,198 [INFO] Submitting row 15: Prompt = Find me a nearby restaurant., Comment = Recipe request.
2025-07-01 19:47:01,198 [ERROR] API Error for Prompt: What's the stock price of Apple? | Status Code: 500
2025-07-01 19:47:01,200 [INFO] Submitting row 16: Prompt = What's 15% of 200?, Comment = Recipe request.
2025-07-01 19:47:01,204 [INFO] Submitting row 17: Prompt = Find me a nearby restaurant., Comment = Sports fan.
2025-07-01 19:47:01,204 [ERROR] API Error for Prompt: What is the capital of France? | Status Code: 500
2025-07-01 19:47:01,206 [INFO] Submitting row 18: Prompt = How do I contact support?, Comment = Book recommendation.
2025-07-01 19:47:01,208 [INFO] Submitting row 19: Prompt = Find me a nearby restaurant., Comment = Looking for entertainment.
2025-07-01 19:47:01,208 [ERROR] API Error for Prompt: Find me a nearby restaurant. | Status Code: 500
2025-07-01 19:47:01,208 [INFO] Submitting row 20: Prompt = How can I improve my productivity?, Comment = Looking for entertainment.
2025-07-01 19:47:01,208 [ERROR] API Error for Prompt: Who won the cricket match yesterday? | Status Code: 500
2025-07-01 19:47:01,215 [INFO] Submitting row 21: Prompt = Find me a nearby restaurant., Comment = Book recommendation.
2025-07-01 19:47:01,215 [ERROR] API Error for Prompt: Find me a nearby restaurant. | Status Code: 500
2025-07-01 19:47:01,219 [INFO] Submitting row 22: Prompt = What's the weather like today?, Comment = Setting up a task.
2025-07-01 19:47:01,219 [ERROR] API Error for Prompt: What's 15% of 200? | Status Code: 500
2025-07-01 19:47:01,221 [ERROR] API Error for Prompt: How do I contact support? | Status Code: 500
2025-07-01 19:47:01,221 [INFO] Submitting row 23: Prompt = How can I improve my productivity?, Comment = Looking for entertainment.
2025-07-01 19:47:01,224 [ERROR] API Error for Prompt: Find me a nearby restaurant. | Status Code: 500
2025-07-01 19:47:01,226 [INFO] Submitting row 24: Prompt = Tell me about the solar system., Comment = Book recommendation.
2025-07-01 19:47:01,226 [ERROR] API Error for Prompt: How can I improve my productivity? | Status Code: 500
2025-07-01 19:47:01,226 [INFO] Submitting row 25: Prompt = How do I contact support?, Comment = Stock market interest.
2025-07-01 19:47:01,226 [ERROR] API Error for Prompt: Find me a nearby restaurant. | Status Code: 500
2025-07-01 19:47:01,226 [INFO] Submitting row 26: Prompt = Give me a motivational quote., Comment = Customer support needed.
2025-07-01 19:47:01,233 [ERROR] API Error for Prompt: What's the weather like today? | Status Code: 500
2025-07-01 19:47:01,233 [INFO] Submitting row 27: Prompt = Tell me a joke., Comment = Needs information urgently.
2025-07-01 19:47:01,233 [ERROR] Exception for Prompt: How can I improve my productivity?
Traceback (most recent call last):
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\connectionpool.py", line 787, in urlopen
    response = self._make_request(
               ^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\connectionpool.py", line 534, in _make_request
    response = conn.getresponse()
               ^^^^^^^^^^^^^^^^^^
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\connection.py", line 516, in getresponse
    httplib_response = super().getresponse()
                       ^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\http\client.py", line 1428, in getresponse
    response.begin()
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\http\client.py", line 331, in begin
    version, status, reason = self._read_status()
                              ^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\http\client.py", line 292, in _read_status
    line = str(self.fp.readline(_MAXLINE + 1), "iso-8859-1")
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\socket.py", line 720, in readinto
    return self._sock.recv_into(b)
           ^^^^^^^^^^^^^^^^^^^^^^^
ConnectionResetError: [WinError 10054] An existing connection was forcibly closed by the remote host

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\adapters.py", line 667, in send
    resp = conn.urlopen(
           ^^^^^^^^^^^^^
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\connectionpool.py", line 841, in urlopen
    retries = retries.increment(
              ^^^^^^^^^^^^^^^^^^
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\util\retry.py", line 474, in increment
    raise reraise(type(error), error, _stacktrace)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\util\util.py", line 38, in reraise
    raise value.with_traceback(tb)
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\connectionpool.py", line 787, in urlopen
    response = self._make_request(
               ^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\connectionpool.py", line 534, in _make_request
    response = conn.getresponse()
               ^^^^^^^^^^^^^^^^^^
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\connection.py", line 516, in getresponse
    httplib_response = super().getresponse()
                       ^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\http\client.py", line 1428, in getresponse
    response.begin()
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\http\client.py", line 331, in begin
    version, status, reason = self._read_status()
                              ^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\http\client.py", line 292, in _read_status
    line = str(self.fp.readline(_MAXLINE + 1), "iso-8859-1")
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\socket.py", line 720, in readinto
    return self._sock.recv_into(b)
           ^^^^^^^^^^^^^^^^^^^^^^^
urllib3.exceptions.ProtocolError: ('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "C:\Users\Nethra Rakesh\Downloads\unislink\chatbot_excel\process.py", line 37, in call_api
    response = requests.post(API_URL, json=payload, headers=headers)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\api.py", line 115, in post
    return request("post", url, data=data, json=json, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\api.py", line 59, in request
    return session.request(method=method, url=url, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\sessions.py", line 589, in request
    resp = self.send(prep, **send_kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\sessions.py", line 703, in send
    r = adapter.send(request, **kwargs)
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\adapters.py", line 682, in send
    raise ConnectionError(err, request=request)
requests.exceptions.ConnectionError: ('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))
2025-07-01 19:47:01,233 [INFO] Submitting row 28: Prompt = Find me a nearby restaurant., Comment = Looking for entertainment.
2025-07-01 19:47:01,241 [ERROR] Exception for Prompt: Tell me about the solar system.
Traceback (most recent call last):
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\response.py", line 754, in _error_catcher
    yield
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\response.py", line 1219, in read_chunked
    self._update_chunk_length()
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\response.py", line 1138, in _update_chunk_length
    line = self._fp.fp.readline()  # type: ignore[union-attr]
           ^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\socket.py", line 720, in readinto
    return self._sock.recv_into(b)
           ^^^^^^^^^^^^^^^^^^^^^^^
ConnectionResetError: [WinError 10054] An existing connection was forcibly closed by the remote host

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\models.py", line 820, in generate
    yield from self.raw.stream(chunk_size, decode_content=True)
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\response.py", line 1063, in stream
    yield from self.read_chunked(amt, decode_content=decode_content)
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\response.py", line 1202, in read_chunked
    with self._error_catcher():
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\contextlib.py", line 158, in __exit__
    self.gen.throw(value)
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\response.py", line 781, in _error_catcher
    raise ProtocolError(f"Connection broken: {e!r}", e) from e
urllib3.exceptions.ProtocolError: ("Connection broken: ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None)", ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "C:\Users\Nethra Rakesh\Downloads\unislink\chatbot_excel\process.py", line 37, in call_api
    response = requests.post(API_URL, json=payload, headers=headers)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\api.py", line 115, in post
    return request("post", url, data=data, json=json, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\api.py", line 59, in request
    return session.request(method=method, url=url, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\sessions.py", line 589, in request
    resp = self.send(prep, **send_kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\sessions.py", line 746, in send
    r.content
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\models.py", line 902, in content
    self._content = b"".join(self.iter_content(CONTENT_CHUNK_SIZE)) or b""
                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Nethra Rakesh\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\models.py", line 822, in generate
    raise ChunkedEncodingError(e)
requests.exceptions.ChunkedEncodingError: ("Connection broken: ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None)", ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))
2025-07-01 19:47:01,241 [ERROR] API Error for Prompt: How do I contact support? | Status Code: 500
2025-07-01 19:47:01,241 [ERROR] API Error for Prompt: Give me a motivational quote. | Status Code: 500
2025-07-01 19:47:01,248 [ERROR] API Error for Prompt: Tell me a joke. | Status Code: 500
2025-07-01 19:47:01,338 [INFO] Submitting row 29: Prompt = How can I improve my productivity?, Comment = Book recommendation.
